image_path,target
Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00143.png,18.0
Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00045.png,44.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00121.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00364.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00086.png,36.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00126.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00081.png,11.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00342.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00184.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample020\img020-00011.png,19.0
Chars74kDataset/Img\BadImag\Bmp\Sample004\img004-00010.png,3.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00094.png,24.0
Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00019.png,44.0
Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00042.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00153.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00318.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00216.png,14.0
Chars74kDataset/Img\BadImag\Bmp\Sample055\img055-00020.png,54.0
Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00117.png,22.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00302.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample031\img031-00038.png,30.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00130.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00100.png,22.0
Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00024.png,44.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00023.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample060\img060-00028.png,59.0
Chars74kDataset/Img\GoodImg\Bmp\Sample043\img043-00027.png,42.0
Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00164.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample058\img058-00022.png,57.0
Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00039.png,13.0
Chars74kDataset/Img\GoodImg\Bmp\Sample049\img049-00010.png,48.0
Chars74kDataset/Img\BadImag\Bmp\Sample055\img055-00042.png,54.0
Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00035.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00095.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample032\img032-00044.png,31.0
Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00093.png,49.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00316.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00206.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00058.png,44.0
Chars74kDataset/Img\GoodImg\Bmp\Sample003\img003-00050.png,2.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00135.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample031\img031-00059.png,30.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00291.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample002\img002-00057.png,1.0
Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00108.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00174.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample013\img013-00060.png,12.0
Chars74kDataset/Img\BadImag\Bmp\Sample046\img046-00005.png,45.0
Chars74kDataset/Img\BadImag\Bmp\Sample003\img003-00019.png,2.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00335.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample035\img035-00034.png,34.0
Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00023.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample031\img031-00057.png,30.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00051.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00246.png,27.0
Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00080.png,49.0
Chars74kDataset/Img\GoodImg\Bmp\Sample003\img003-00063.png,2.0
Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00014.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00268.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample056\img056-00077.png,55.0
Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00048.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00175.png,14.0
Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00033.png,36.0
Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00027.png,16.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00137.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00173.png,23.0
Chars74kDataset/Img\BadImag\Bmp\Sample051\img051-00063.png,50.0
Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00106.png,36.0
Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00117.png,44.0
Chars74kDataset/Img\GoodImg\Bmp\Sample031\img031-00068.png,30.0
Chars74kDataset/Img\GoodImg\Bmp\Sample016\img016-00037.png,15.0
Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00065.png,53.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00139.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00087.png,49.0
Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00075.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00468.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00276.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00001.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample061\img061-00009.png,60.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00096.png,28.0
Chars74kDataset/Img\BadImag\Bmp\Sample056\img056-00002.png,55.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00108.png,29.0
Chars74kDataset/Img\BadImag\Bmp\Sample055\img055-00063.png,54.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00343.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00053.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00110.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00071.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00203.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00074.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00329.png,28.0
Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00017.png,53.0
Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00017.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample040\img040-00032.png,39.0
Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00083.png,49.0
Chars74kDataset/Img\BadImag\Bmp\Sample018\img018-00051.png,17.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00138.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00074.png,40.0
Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00032.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00092.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00260.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00023.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00293.png,14.0
Chars74kDataset/Img\BadImag\Bmp\Sample021\img021-00039.png,20.0
Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00043.png,36.0
Chars74kDataset/Img\BadImag\Bmp\Sample008\img008-00011.png,7.0
Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00093.png,13.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00026.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00074.png,13.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00024.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00313.png,24.0
Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00071.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00004.png,17.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00371.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00079.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00247.png,23.0
Chars74kDataset/Img\BadImag\Bmp\Sample056\img056-00031.png,55.0
Chars74kDataset/Img\GoodImg\Bmp\Sample061\img061-00024.png,60.0
Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00022.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00066.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample049\img049-00014.png,48.0
Chars74kDataset/Img\GoodImg\Bmp\Sample021\img021-00072.png,20.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00091.png,18.0
Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00077.png,28.0
Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00156.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00558.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample062\img062-00010.png,61.0
Chars74kDataset/Img\GoodImg\Bmp\Sample056\img056-00029.png,55.0
Chars74kDataset/Img\GoodImg\Bmp\Sample027\img027-00033.png,26.0
Chars74kDataset/Img\GoodImg\Bmp\Sample047\img047-00009.png,46.0
Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00056.png,21.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00180.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00001.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample052\img052-00004.png,51.0
Chars74kDataset/Img\GoodImg\Bmp\Sample055\img055-00040.png,54.0
Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00051.png,53.0
Chars74kDataset/Img\GoodImg\Bmp\Sample035\img035-00028.png,34.0
Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00018.png,49.0
Chars74kDataset/Img\GoodImg\Bmp\Sample008\img008-00033.png,7.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00309.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00114.png,16.0
Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00137.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00012.png,18.0
Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00038.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00037.png,49.0
Chars74kDataset/Img\BadImag\Bmp\Sample001\img001-00033.png,0.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00125.png,24.0
Chars74kDataset/Img\BadImag\Bmp\Sample055\img055-00006.png,54.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00437.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00216.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample017\img017-00033.png,16.0
Chars74kDataset/Img\BadImag\Bmp\Sample042\img042-00014.png,41.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00065.png,28.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00253.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00104.png,18.0
Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00120.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00223.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample061\img061-00019.png,60.0
Chars74kDataset/Img\GoodImg\Bmp\Sample056\img056-00007.png,55.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00283.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00029.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00031.png,50.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00295.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00054.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00062.png,53.0
Chars74kDataset/Img\BadImag\Bmp\Sample023\img023-00091.png,22.0
Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00075.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00311.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00154.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample016\img016-00016.png,15.0
Chars74kDataset/Img\BadImag\Bmp\Sample017\img017-00009.png,16.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00234.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00113.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00028.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00053.png,12.0
Chars74kDataset/Img\BadImag\Bmp\Sample049\img049-00026.png,48.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00034.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample003\img003-00031.png,2.0
Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00054.png,53.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00229.png,29.0
Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00054.png,36.0
Chars74kDataset/Img\GoodImg\Bmp\Sample009\img009-00002.png,8.0
Chars74kDataset/Img\GoodImg\Bmp\Sample001\img001-00101.png,0.0
Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00191.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample003\img003-00045.png,2.0
Chars74kDataset/Img\GoodImg\Bmp\Sample021\img021-00039.png,20.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00163.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00147.png,14.0
Chars74kDataset/Img\BadImag\Bmp\Sample017\img017-00034.png,16.0
Chars74kDataset/Img\GoodImg\Bmp\Sample062\img062-00004.png,61.0
Chars74kDataset/Img\GoodImg\Bmp\Sample053\img053-00005.png,52.0
Chars74kDataset/Img\GoodImg\Bmp\Sample006\img006-00014.png,5.0
Chars74kDataset/Img\BadImag\Bmp\Sample021\img021-00035.png,20.0
Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00111.png,44.0
Chars74kDataset/Img\GoodImg\Bmp\Sample002\img002-00079.png,1.0
Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00055.png,21.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00188.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00069.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00022.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00068.png,33.0
Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00039.png,17.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00343.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00514.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00322.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00066.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00267.png,23.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00201.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00050.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00277.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00041.png,21.0
Chars74kDataset/Img\BadImag\Bmp\Sample017\img017-00061.png,16.0
Chars74kDataset/Img\BadImag\Bmp\Sample018\img018-00011.png,17.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00139.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00004.png,18.0
Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00118.png,28.0
Chars74kDataset/Img\BadImag\Bmp\Sample007\img007-00016.png,6.0
Chars74kDataset/Img\GoodImg\Bmp\Sample056\img056-00046.png,55.0
Chars74kDataset/Img\GoodImg\Bmp\Sample039\img039-00046.png,38.0
Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00034.png,53.0
Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00061.png,11.0
Chars74kDataset/Img\BadImag\Bmp\Sample008\img008-00006.png,7.0
Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00265.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample016\img016-00063.png,15.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00038.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample033\img033-00036.png,32.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00356.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00178.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample052\img052-00006.png,51.0
Chars74kDataset/Img\GoodImg\Bmp\Sample055\img055-00023.png,54.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00200.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00231.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00048.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00058.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00084.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample033\img033-00056.png,32.0
Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00155.png,24.0
Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00088.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00177.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample001\img001-00028.png,0.0
Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00154.png,36.0
Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00070.png,24.0
Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00074.png,49.0
Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00020.png,21.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00359.png,24.0
Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00110.png,36.0
Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00078.png,11.0
Chars74kDataset/Img\BadImag\Bmp\Sample031\img031-00040.png,30.0
Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00195.png,28.0
Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00149.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00340.png,14.0
Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00177.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample044\img044-00006.png,43.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00119.png,29.0
Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00012.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00030.png,22.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00234.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00092.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample020\img020-00025.png,19.0
Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00047.png,25.0
Chars74kDataset/Img\GoodImg\Bmp\Sample055\img055-00108.png,54.0
Chars74kDataset/Img\BadImag\Bmp\Sample013\img013-00041.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample003\img003-00010.png,2.0
Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00040.png,13.0
Chars74kDataset/Img\BadImag\Bmp\Sample040\img040-00040.png,39.0
Chars74kDataset/Img\GoodImg\Bmp\Sample052\img052-00007.png,51.0
Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00074.png,11.0
Chars74kDataset/Img\GoodImg\Bmp\Sample048\img048-00015.png,47.0
Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00046.png,53.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00192.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00069.png,29.0
Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00049.png,27.0
Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00045.png,13.0
Chars74kDataset/Img\GoodImg\Bmp\Sample036\img036-00041.png,35.0
Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00089.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00246.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00081.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00126.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00303.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00153.png,40.0
Chars74kDataset/Img\BadImag\Bmp\Sample020\img020-00016.png,19.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00350.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00247.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample016\img016-00013.png,15.0
Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00071.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00028.png,13.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00107.png,29.0
Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00119.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00293.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample056\img056-00022.png,55.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00028.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00031.png,17.0
Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00105.png,44.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00101.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample039\img039-00003.png,38.0
Chars74kDataset/Img\GoodImg\Bmp\Sample007\img007-00041.png,6.0
Chars74kDataset/Img\GoodImg\Bmp\Sample021\img021-00057.png,20.0
Chars74kDataset/Img\GoodImg\Bmp\Sample039\img039-00002.png,38.0
Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00105.png,22.0
Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00045.png,11.0
Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00026.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00190.png,12.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00166.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00194.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00345.png,14.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00242.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00222.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00153.png,40.0
Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00036.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00104.png,13.0
Chars74kDataset/Img\GoodImg\Bmp\Sample002\img002-00012.png,1.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00269.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00450.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00114.png,36.0
Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00133.png,24.0
Chars74kDataset/Img\BadImag\Bmp\Sample039\img039-00025.png,38.0
Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00042.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00466.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00072.png,18.0
Chars74kDataset/Img\BadImag\Bmp\Sample047\img047-00002.png,46.0
Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00186.png,21.0
Chars74kDataset/Img\GoodImg\Bmp\Sample031\img031-00064.png,30.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00163.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample032\img032-00065.png,31.0
Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00061.png,36.0
Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00010.png,25.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00010.png,14.0
Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00142.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00189.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00125.png,13.0
Chars74kDataset/Img\GoodImg\Bmp\Sample021\img021-00065.png,20.0
Chars74kDataset/Img\BadImag\Bmp\Sample055\img055-00051.png,54.0
Chars74kDataset/Img\GoodImg\Bmp\Sample039\img039-00042.png,38.0
Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00015.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00303.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00417.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00044.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00094.png,17.0
Chars74kDataset/Img\GoodImg\Bmp\Sample001\img001-00016.png,0.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00047.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00089.png,13.0
Chars74kDataset/Img\GoodImg\Bmp\Sample036\img036-00042.png,35.0
Chars74kDataset/Img\GoodImg\Bmp\Sample032\img032-00001.png,31.0
Chars74kDataset/Img\GoodImg\Bmp\Sample043\img043-00009.png,42.0
Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00059.png,44.0
Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00010.png,16.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00413.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample013\img013-00077.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00070.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00088.png,18.0
Chars74kDataset/Img\BadImag\Bmp\Sample048\img048-00021.png,47.0
Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00195.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00236.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00234.png,18.0
