,image_path,target
491,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00045.png,2.0
4028,Chars74kDataset/Img\GoodImg\Bmp\Sample047\img047-00005.png,10.0
3278,Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00118.png,8.0
1609,Chars74kDataset/Img\BadImag\Bmp\Sample055\img055-00037.png,18.0
8387,Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00089.png,18.0
12004,Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00099.png,14.0
2625,Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00089.png,1.0
1010,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00186.png,18.0
12398,Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00062.png,0.0
6712,Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00043.png,15.0
9885,Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00010.png,0.0
10467,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00189.png,4.0
708,Chars74kDataset/Img\BadImag\Bmp\Sample056\img056-00006.png,19.0
7569,Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00017.png,11.0
2881,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00167.png,2.0
10693,Chars74kDataset/Img\BadImag\Bmp\Sample031\img031-00071.png,20.0
4001,Chars74kDataset/Img\BadImag\Bmp\Sample040\img040-00035.png,3.0
3142,Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00105.png,0.0
2892,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00083.png,19.0
5402,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00332.png,0.0
6616,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00540.png,0.0
11316,Chars74kDataset/Img\BadImag\Bmp\Sample039\img039-00003.png,2.0
11002,Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00171.png,19.0
3728,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00294.png,18.0
9694,Chars74kDataset/Img\GoodImg\Bmp\Sample042\img042-00015.png,5.0
330,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00381.png,0.0
10402,Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00088.png,13.0
7898,Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00073.png,8.0
11664,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00340.png,0.0
6381,Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00125.png,17.0
5644,Chars74kDataset/Img\GoodImg\Bmp\Sample027\img027-00033.png,16.0
10656,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00218.png,4.0
9212,Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00041.png,14.0
5558,Chars74kDataset/Img\GoodImg\Bmp\Sample031\img031-00059.png,20.0
4352,Chars74kDataset/Img\BadImag\Bmp\Sample020\img020-00024.png,9.0
6931,Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00083.png,4.0
7748,Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00053.png,0.0
11395,Chars74kDataset/Img\GoodImg\Bmp\Sample044\img044-00044.png,7.0
1683,Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00133.png,0.0
12318,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00052.png,17.0
8822,Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00065.png,3.0
10498,Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00114.png,15.0
711,Chars74kDataset/Img\BadImag\Bmp\Sample055\img055-00017.png,18.0
1120,Chars74kDataset/Img\BadImag\Bmp\Sample034\img034-00002.png,23.0
11111,Chars74kDataset/Img\GoodImg\Bmp\Sample020\img020-00052.png,9.0
4858,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00232.png,18.0
4235,Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00096.png,11.0
3380,Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00057.png,4.0
3438,Chars74kDataset/Img\BadImag\Bmp\Sample061\img061-00004.png,24.0
7883,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00361.png,0.0
10260,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00305.png,0.0
1789,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00256.png,19.0
9150,Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00224.png,4.0
8146,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00315.png,18.0
2338,Chars74kDataset/Img\GoodImg\Bmp\Sample020\img020-00018.png,9.0
363,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00220.png,17.0
4224,Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00066.png,0.0
8873,Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00096.png,6.0
4065,Chars74kDataset/Img\GoodImg\Bmp\Sample039\img039-00037.png,2.0
9817,Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00035.png,23.0
11580,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00270.png,19.0
281,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00199.png,19.0
10463,Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00077.png,3.0
7173,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00172.png,8.0
7031,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00064.png,17.0
10451,Chars74kDataset/Img\GoodImg\Bmp\Sample016\img016-00047.png,5.0
8257,Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00174.png,19.0
10575,Chars74kDataset/Img\GoodImg\Bmp\Sample055\img055-00060.png,18.0
1280,Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00178.png,19.0
2290,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00022.png,0.0
7747,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00043.png,0.0
8479,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00131.png,19.0
964,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00225.png,13.0
2060,Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00058.png,7.0
9841,Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00003.png,13.0
9711,Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00100.png,17.0
5501,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00032.png,8.0
914,Chars74kDataset/Img\BadImag\Bmp\Sample056\img056-00026.png,19.0
2156,Chars74kDataset/Img\GoodImg\Bmp\Sample053\img053-00052.png,16.0
10701,Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00046.png,0.0
8420,Chars74kDataset/Img\GoodImg\Bmp\Sample061\img061-00013.png,24.0
9115,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00075.png,0.0
7444,Chars74kDataset/Img\BadImag\Bmp\Sample017\img017-00055.png,6.0
7301,Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00055.png,13.0
5880,Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00022.png,18.0
8970,Chars74kDataset/Img\BadImag\Bmp\Sample059\img059-00003.png,22.0
11147,Chars74kDataset/Img\BadImag\Bmp\Sample018\img018-00092.png,7.0
1309,Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00089.png,17.0
7390,Chars74kDataset/Img\GoodImg\Bmp\Sample049\img049-00033.png,12.0
12417,Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00056.png,3.0
10060,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00038.png,13.0
4200,Chars74kDataset/Img\BadImag\Bmp\Sample062\img062-00001.png,25.0
1729,Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00040.png,3.0
2629,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00005.png,2.0
4768,Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00118.png,14.0
10513,Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00024.png,1.0
4393,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00308.png,0.0
2592,Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00060.png,19.0
2784,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00127.png,4.0
5996,Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00027.png,19.0
1552,Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00190.png,4.0
12431,Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00072.png,18.0
5939,Chars74kDataset/Img\BadImag\Bmp\Sample042\img042-00005.png,5.0
2874,Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00047.png,11.0
1248,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00273.png,4.0
7646,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00032.png,19.0
11884,Chars74kDataset/Img\BadImag\Bmp\Sample012\img012-00012.png,1.0
5568,Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00023.png,14.0
6456,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00194.png,4.0
7770,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00282.png,19.0
10476,Chars74kDataset/Img\BadImag\Bmp\Sample023\img023-00047.png,12.0
4902,Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00196.png,14.0
6418,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00225.png,0.0
9494,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00030.png,0.0
2230,Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00077.png,7.0
3280,Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00186.png,3.0
2821,Chars74kDataset/Img\GoodImg\Bmp\Sample056\img056-00080.png,19.0
2709,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00300.png,0.0
8105,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00100.png,4.0
1487,Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00151.png,0.0
10018,Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00011.png,13.0
5803,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00293.png,8.0
2370,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00190.png,14.0
5401,Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00107.png,17.0
3981,Chars74kDataset/Img\GoodImg\Bmp\Sample059\img059-00001.png,22.0
1064,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00179.png,13.0
2205,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00084.png,13.0
2806,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00181.png,4.0
5341,Chars74kDataset/Img\GoodImg\Bmp\Sample036\img036-00001.png,25.0
1673,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00351.png,13.0
8709,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00138.png,19.0
673,Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00141.png,14.0
4644,Chars74kDataset/Img\BadImag\Bmp\Sample055\img055-00023.png,18.0
10903,Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00043.png,12.0
2287,Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00078.png,14.0
3718,Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00198.png,4.0
11725,Chars74kDataset/Img\BadImag\Bmp\Sample034\img034-00001.png,23.0
7624,Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00013.png,1.0
113,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00180.png,13.0
6667,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00357.png,4.0
5314,Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00098.png,18.0
2747,Chars74kDataset/Img\GoodImg\Bmp\Sample039\img039-00019.png,2.0
433,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00359.png,0.0
1549,Chars74kDataset/Img\GoodImg\Bmp\Sample039\img039-00031.png,2.0
8614,Chars74kDataset/Img\GoodImg\Bmp\Sample035\img035-00045.png,24.0
214,Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00086.png,3.0
10095,Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00169.png,19.0
1210,Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00106.png,7.0
6948,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00070.png,2.0
11890,Chars74kDataset/Img\BadImag\Bmp\Sample016\img016-00050.png,5.0
6578,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00037.png,2.0
2713,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00228.png,8.0
10242,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00246.png,4.0
4967,Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00013.png,8.0
7217,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00155.png,0.0
5431,Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00033.png,3.0
5186,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00015.png,2.0
3682,Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00133.png,3.0
9721,Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00076.png,18.0
7664,Chars74kDataset/Img\GoodImg\Bmp\Sample048\img048-00030.png,11.0
1258,Chars74kDataset/Img\GoodImg\Bmp\Sample048\img048-00004.png,11.0
858,Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00217.png,17.0
11292,Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00030.png,11.0
6409,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00348.png,14.0
776,Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00009.png,4.0
5699,Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00191.png,14.0
9665,Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00123.png,3.0
2014,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00110.png,13.0
12198,Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00040.png,15.0
5646,Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00056.png,11.0
7442,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00156.png,0.0
663,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00184.png,14.0
11058,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00198.png,8.0
10037,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00260.png,17.0
8585,Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00042.png,1.0
8542,Chars74kDataset/Img\GoodImg\Bmp\Sample055\img055-00065.png,18.0
4628,Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00052.png,18.0
3305,Chars74kDataset/Img\BadImag\Bmp\Sample012\img012-00041.png,1.0
6510,Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00044.png,1.0
9208,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00112.png,17.0
3741,Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00091.png,13.0
9041,Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00101.png,11.0
8180,Chars74kDataset/Img\BadImag\Bmp\Sample018\img018-00060.png,7.0
4182,Chars74kDataset/Img\GoodImg\Bmp\Sample056\img056-00071.png,19.0
2937,Chars74kDataset/Img\BadImag\Bmp\Sample017\img017-00073.png,6.0
4718,Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00167.png,3.0
996,Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00054.png,7.0
1116,Chars74kDataset/Img\GoodImg\Bmp\Sample056\img056-00061.png,19.0
2395,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00418.png,0.0
12491,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00271.png,4.0
37,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00200.png,4.0
9077,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00133.png,2.0
224,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00202.png,17.0
1601,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00241.png,0.0
5309,Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00078.png,11.0
4643,Chars74kDataset/Img\GoodImg\Bmp\Sample020\img020-00022.png,9.0
6289,Chars74kDataset/Img\GoodImg\Bmp\Sample058\img058-00005.png,21.0
6096,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00059.png,18.0
10543,Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00085.png,11.0
10068,Chars74kDataset/Img\GoodImg\Bmp\Sample053\img053-00046.png,16.0
11037,Chars74kDataset/Img\BadImag\Bmp\Sample023\img023-00071.png,12.0
739,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00189.png,13.0
6969,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00261.png,19.0
824,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00101.png,8.0
1016,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00097.png,17.0
5555,Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00058.png,8.0
9540,Chars74kDataset/Img\GoodImg\Bmp\Sample032\img032-00077.png,21.0
10174,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00059.png,4.0
11500,Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00115.png,1.0
10895,Chars74kDataset/Img\BadImag\Bmp\Sample012\img012-00004.png,1.0
9343,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00152.png,4.0
9978,Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00227.png,4.0
189,Chars74kDataset/Img\GoodImg\Bmp\Sample016\img016-00072.png,5.0
6369,Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00021.png,17.0
2534,Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00064.png,15.0
8246,Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00034.png,8.0
11919,Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00213.png,17.0
10868,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00001.png,13.0
1767,Chars74kDataset/Img\BadImag\Bmp\Sample031\img031-00041.png,20.0
2193,Chars74kDataset/Img\BadImag\Bmp\Sample021\img021-00027.png,10.0
9884,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00237.png,18.0
6187,Chars74kDataset/Img\GoodImg\Bmp\Sample061\img061-00003.png,24.0
10678,Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00008.png,14.0
6830,Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00137.png,0.0
5986,Chars74kDataset/Img\BadImag\Bmp\Sample018\img018-00073.png,7.0
5377,Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00036.png,8.0
8857,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00165.png,13.0
105,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00196.png,17.0
1208,Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00128.png,19.0
5404,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00399.png,0.0
1373,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00145.png,8.0
11324,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00328.png,14.0
760,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00053.png,0.0
10604,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00098.png,14.0
4187,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00131.png,13.0
9437,Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00113.png,6.0
10841,Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00163.png,4.0
8863,Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00011.png,3.0
1268,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00005.png,8.0
3027,Chars74kDataset/Img\BadImag\Bmp\Sample033\img033-00038.png,22.0
7189,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00288.png,14.0
138,Chars74kDataset/Img\BadImag\Bmp\Sample040\img040-00052.png,3.0
3648,Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00170.png,11.0
10091,Chars74kDataset/Img\GoodImg\Bmp\Sample032\img032-00051.png,21.0
11592,Chars74kDataset/Img\BadImag\Bmp\Sample056\img056-00036.png,19.0
9149,Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00054.png,13.0
614,Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00106.png,13.0
9314,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00418.png,4.0
2913,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00191.png,13.0
2862,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00451.png,0.0
4669,Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00183.png,11.0
1224,Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00153.png,19.0
10913,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00107.png,8.0
4258,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00054.png,0.0
7776,Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00084.png,14.0
9735,Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00009.png,23.0
6682,Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00117.png,6.0
3075,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00088.png,4.0
11286,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00066.png,0.0
9630,Chars74kDataset/Img\BadImag\Bmp\Sample016\img016-00034.png,5.0
9760,Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00096.png,8.0
9230,Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00020.png,8.0
4345,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00295.png,18.0
9448,Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00048.png,15.0
11398,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00183.png,2.0
8751,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00296.png,18.0
9447,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00315.png,0.0
8783,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00101.png,4.0
6270,Chars74kDataset/Img\BadImag\Bmp\Sample061\img061-00022.png,24.0
12044,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00164.png,0.0
6847,Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00106.png,11.0
3083,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00052.png,0.0
7996,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00222.png,4.0
3436,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00265.png,4.0
8514,Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00092.png,3.0
11367,Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00130.png,14.0
4856,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00113.png,8.0
11808,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00107.png,13.0
10559,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00121.png,14.0
1123,Chars74kDataset/Img\BadImag\Bmp\Sample056\img056-00066.png,19.0
9155,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00272.png,0.0
2189,Chars74kDataset/Img\BadImag\Bmp\Sample012\img012-00060.png,1.0
1618,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00293.png,0.0
9802,Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00126.png,12.0
2527,Chars74kDataset/Img\BadImag\Bmp\Sample039\img039-00026.png,2.0
7424,Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00031.png,17.0
3348,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00004.png,2.0
11359,Chars74kDataset/Img\BadImag\Bmp\Sample031\img031-00058.png,20.0
4450,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00136.png,19.0
2901,Chars74kDataset/Img\GoodImg\Bmp\Sample053\img053-00027.png,16.0
11377,Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00001.png,23.0
460,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00263.png,14.0
7709,Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00037.png,17.0
3241,Chars74kDataset/Img\BadImag\Bmp\Sample023\img023-00093.png,12.0
6071,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00104.png,2.0
7364,Chars74kDataset/Img\BadImag\Bmp\Sample023\img023-00082.png,12.0
9642,Chars74kDataset/Img\BadImag\Bmp\Sample013\img013-00056.png,2.0
6380,Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00077.png,17.0
8704,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00083.png,18.0
9274,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00145.png,13.0
4752,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00150.png,14.0
5792,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00126.png,0.0
9762,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00145.png,13.0
1193,Chars74kDataset/Img\BadImag\Bmp\Sample042\img042-00009.png,5.0
12028,Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00227.png,17.0
1873,Chars74kDataset/Img\BadImag\Bmp\Sample035\img035-00019.png,24.0
4061,Chars74kDataset/Img\GoodImg\Bmp\Sample016\img016-00032.png,5.0
12307,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00312.png,4.0
6774,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00176.png,19.0
4517,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00212.png,8.0
8425,Chars74kDataset/Img\BadImag\Bmp\Sample049\img049-00043.png,12.0
9129,Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00126.png,0.0
2524,Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00091.png,8.0
5638,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00091.png,8.0
6855,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00008.png,13.0
6425,Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00002.png,11.0
12011,Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00051.png,17.0
3822,Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00060.png,11.0
1964,Chars74kDataset/Img\BadImag\Bmp\Sample056\img056-00086.png,19.0
9761,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00071.png,2.0
7631,Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00002.png,17.0
935,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00318.png,18.0
2197,Chars74kDataset/Img\GoodImg\Bmp\Sample061\img061-00040.png,24.0
1982,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00001.png,2.0
11116,Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00086.png,8.0
4250,Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00038.png,23.0
12284,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00085.png,8.0
9636,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00151.png,0.0
3133,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00073.png,8.0
